id,member_num,,gender1,grade1,school1,major1,class1,,gender2,grade2,school2,major2,class2,,gender3,grade3,school3,major3,class3,试题编号,初审结果,average_gpa,学院差异性,性别多样性,专业多样性,ISC,DNC,HT,分类初审结果
100,3,,男,2022,统计学院,应用统计学,2022级本科3班,,男,2022,统计学院,应用统计学,2022级本科2班,,女,2022,商学院,财务管理,2022级本科4班,C,北京二等奖,3.596666667,0.335897115,0.636514168,0.636514168,0.173561337,3,0.318257084,市级奖项
101,3,,男,2023,统计学院,统计学类,本科四班,,男,2023,数学学院,数学与应用数学专业,23级数学拔尖班,,男,2023,求是书院,社会科学试验班,社科四班,C,成功参赛,3.536666667,0.889358602,0,1.098612289,0.583337351,2,0,成功参赛（未获奖）
102,3,,男,2023,商学院,工商管理类,本科4班,,男,2023,商学院,工商管理类,本科4班,,男,2023,商学院,工商管理类,本科4班,B,北京二等奖,3.566666667,0,0,0,0,0,0,市级奖项
103,3,,男,2022,高瓴人工智能学院,人工智能,高瓴人工智能学院2022级人工智能本科班,,女,2023,财政金融学院,财政学类,2023级本科财税班,,男,2022,数学学院,数学与应用数学,2022理科试验班1班,A,北京二等奖,3.693333333,0.416746197,0.636514168,1.098612289,0.348035918,2,0.636514168,市级奖项
104,3,,男,2023,中法学院,数学与应用数学,数学与应用数学,,男,2023,中法学院,数学与应用数学,数学与应用数学,,男,2023,中法学院,数学与应用数学,数学与应用数学,B,不成功参赛,3.486666667,0,0,0,0,0,0,未获奖
105,2,,男,2023,经济学院,经济学类,经济学院23级本科2班,,男,2023,经济学院,经济学类,经济学院23级本科2班,,,,,,,C,北京二等奖,3.343333333,0,0,0,0,0,0,市级奖项
106,3,,女,2023,统计学院,应用统计学,2304班,,女,2023,高瓴人工智能学院,人工智能,2班,,女,2023,统计学院,应用统计,2304,C,成功参赛,3.356666667,0.337769934,0,1.098612289,0.562719376,0,0,成功参赛（未获奖）
107,3,,男,2023,经济学院,经济学类,中国特色经济学实验班,,男,2023,高瓴人工智能学院,人工智能,人工智能拔尖2班,,男,2023,高瓴人工智能学院,人工智能,人工智能拔尖2班,A,北京一等奖,3.826666667,0.226139444,0,0.636514168,0.322670304,6,0,市级奖项
108,3,,男,2023,中法学院,国民经济管理,国民经济管理,,女,2023,中法学院,数学与应用数学,数学班,,男,2023,中法学院,数学与应用数学,数学班,C,成功参赛,3.63,0,0.636514168,0.636514168,0.367491626,3,0.318257084,成功参赛（未获奖）
109,3,,男,2023,经济学院,经济学类,本科二班,,男,2023,经济学院,经济学类,本科二班,,男,2023,经济学院,经济学类,本科二班,C,成功参赛,3.603333333,0,0,0,0,0,0,成功参赛（未获奖）
110,3,,男,2023,统计学院,数据科学-营销管理,本科5班,,男,2023,统计学院,应用经济数据科学,本科5班,,男,2023,统计学院,经济统计学,本科1班,B,成功参赛,3.523333333,0,0,1.098612289,0.634284101,0,0,成功参赛（未获奖）
111,3,,男,2023,统计学院,统计学类,本科2班,,男,2023,统计学院,统计学类,本科2班,,女,2022,经济学院,经济学类,本科1班,C,北京一等奖,3.546666667,0.137184875,0.636514168,0.636514168,0.288287902,3,0.636514168,市级奖项
112,3,,男,2023,应用经济学院,经济学类,应用经济学院本科生2班,,女,2023,财政金融学院,金融学,金融学一班,,男,2023,商学院,工商管理类,23级商学院本科生6班,C,北京二等奖,3.673333333,0.374114587,0.636514168,1.098612289,0.3668072,0,0.318257084,市级奖项
113,3,,男,2023,数学学院,数学与应用数学,数学拔尖班,,男,2023,数学学院,数学与应用数学,数学拔尖班,,男,2023,信息学院,计算机,图灵班,A,成功参赛,3.276666667,0.163410315,0,0.636514168,0.330575376,3,0,成功参赛（未获奖）
114,3,,女,2023,统计学院,统计学类,4班,,男,2023,统计学院,统计学类,3班,,女,2023,统计学院,统计学类,统计1班,C,北京一等奖,3.636666667,0,0.636514168,0,0.367491626,0,0.318257084,市级奖项
115,3,,男,2023,统计学院,统计学类,统计学院2023级本科1班,,男,2023,统计学院,统计学类,统计学院2023级本科1班,,男,2023,高瓴人工智能学院,人工智能,高瓴人工智能学院2023级本科拔尖二班,A,北京一等奖,3.306666667,0.402707193,0,0.636514168,0.321970255,0,0,市级奖项
116,3,,男,2023,财政金融学院,金融学类,23金融2班,,男,2023,财政金融学院,金融学与数学双学位,23金数,,男,2023,财政金融学院,金融学,23金融2班,C,北京二等奖,3.336666667,0,0,1.098612289,0.634284101,3,0,市级奖项
117,3,,男,2022,财政金融学院,金融学类,2022级本科金融一班,,女,2023,财政金融学院,金融学，数学,金融-数学双学位实验班,,男,2023,经济学院,经济学数学,经济学-数学双学位实验班,C,送全国评奖,3.58,0.182937124,0.636514168,1.098612289,0.45784419,4,0.636514168,国家级奖项
118,3,,女,2023,应用经济学院,应经数科,应用经济数据科学双学位实验班,,女,2023,信息学院,计算机,理科试验二班,,女,2023,商学院,工商管理类,6班,B,北京二等奖,3.556666667,1.015029814,0,1.098612289,0.611585441,3,0,市级奖项
119,2,,男,2023,财政金融学院,金融学类,金融一班,,男,2023,经济学院,esh,esh实验班,,,,,,,,未提交,3.69,0.274405686,0,0.693147181,0.349069223,1.333333333,0,未获奖
120,3,,女,2023,财政金融学院,金融学类,金融三班,,男,2023,经济学院,经济学类,本科1班,,女,2023,财政金融学院,财政学类,财政税收班,C,成功参赛,3.466666667,0.235057712,0.636514168,1.098612289,0.432132014,0,0.318257084,成功参赛（未获奖）
121,3,,男,2023,统计学院,统计学类,本科2班,,男,2023,统计学院,统计学类,本科2班,,女,2023,统计学院,统计学类,本科3班,B,送全国评奖,3.45,0,0.636514168,0,0.367491626,3,0.318257084,国家级奖项
122,3,,女,2022,数学学院,金融学数学,数学双学位实验班,,女,2022,信息学院,计算机,理科实验班2班,,女,2022,高瓴人工智能学院,人工智能,无,C,成功参赛,3.23,0.28623934,0,1.098612289,0.569916913,4,0,成功参赛（未获奖）
123,1,,男,2022,数学学院,金融学数学,数学双学位实验班,,,,,,,,,,,,,,未提交,3.71,,0,0,0,0.666666667,0,未获奖
124,3,,男,2022,统计学院,经济统计学,统计学院2022级本科四班,,男,2022,经济学院,经济学类,2022级经济学院本科2班,,男,2022,统计学院,数据科学与大数据技术,统计学院2022级本科4班,C,成功参赛,3.636666667,0.173143501,0,1.098612289,0.590680414,4.5,0,成功参赛（未获奖）
125,3,,男,2022,统计学院,应经数科,5班,,男,2022,统计学院,经济统计,4班,,女,2022,统计学院,应用统计,2班,C,成功参赛,3.553333333,0,0.636514168,1.098612289,0.551608847,3,0.318257084,成功参赛（未获奖）
126,3,,男,2023,中法学院,金融学类,金融3班,,男,2023,中法学院,金融学,金融三班,,男,2023,中法学院,金融学,金融三班,,未提交,3.616666667,0,0,0.636514168,0.367491626,0,0,未获奖
127,3,,女,2023,财政金融学院,金融学类,23级本科金融一班,,女,2023,财政金融学院,金融数学双学位实验班,金融数学双学位实验班,,女,2023,商学院,“数据科学-营销管理”双学位实验班,“数据科学-营销管理”双学位实验班,B,北京一等奖,3.44,0.182066547,0,1.098612289,0.588805753,4,0,市级奖项
128,3,,男,2023,财政金融学院,财政学数学,财政学数学双学位实验班,,女,2023,财政金融学院,金融学类,金融二班,,男,2023,财政金融学院,财政学数学,财政学数学双学位实验班,B,北京一等奖,3.503333333,0,0.636514168,0.636514168,0.367491626,4,0.318257084,市级奖项
129,3,,女,2022,统计学院,统计公共管理,统计学院2022级本科5班,,女,2022,统计学院,统计-公共管理,统计学院2022级本科5班,,女,2022,信息学院,计算机,信息学院1班,B,北京二等奖,3.326666667,0.497146145,0,1.098612289,0.550131011,3,0,市级奖项
130,3,,女,2022,劳动人事学院,劳动经济学,人力资源管理三班,,男,2022,高瓴人工智能学院,人工智能,人工智能本科班,,男,2021,经济学院,经济学科学,经济数学双学位实验班,,北京二等奖,3.836666667,0.723069511,0.636514168,1.098612289,0.24564842,2,0.636514168,市级奖项
131,3,,女,2023,中法学院,金融学类,金融三班,,女,2023,中法学院,金融学,金融三班,,女,2023,中法学院,金融学,金融三班,B,北京二等奖,3.793333333,0,0,0.636514168,0.367491626,0,0,市级奖项
132,3,,男,2023,高瓴人工智能学院,人工智能,本科拔尖2班,,女,2023,商学院,工商管理类,本科2班,,女,2023,统计学院,应用统计学,1班,C,成功参赛,3.443333333,0.464897305,0.636514168,1.098612289,0.327765592,3,0.318257084,成功参赛（未获奖）
133,1,,女,2022,劳动人事学院,劳动经济学,三班,,,,,,,,,,,,,B,北京二等奖,3.38,,0,0,0,0,0,市级奖项
134,3,,男,2023,商学院,工商管理类,商学院2023级本科2班,,男,2023,财政金融学院,金融系,财政金融学院2023级金融4班,,男,2023,商学院,营销管理-数据科学,商学院2023级本科营数班,C,成功参赛,3.873333333,0.219753748,0,1.098612289,0.581325068,3,0,成功参赛（未获奖）
135,3,,女,2023,统计学院,统计学类,本科3班,,女,2023,统计学院,统计学,本科4班,,男,2023,国际关系学院,国际关系学,国际政治一班,C,北京一等奖,3.62,0.498455907,0.636514168,1.098612289,0.314320017,3,0.318257084,市级奖项
136,3,,女,2022,中法学院,人力资源管理,人力资源管理,,男,2022,中法学院,人力资源管理,人力资源管理,,男,2022,中法学院,人力资源管理,人力资源管理,,未提交,3.68,0,0.636514168,0,0.367491626,0,0.318257084,未获奖
137,3,,男,2019,统计学院,统计学类,统计学院本科2304班,,男,2023,统计学院,统计学,统计学院本科2304班,,男,2023,数学学院,应用数学,理科实验班,A,成功参赛,3.33,0.108139699,0,1.098612289,0.605485908,1,0.318257084,成功参赛（未获奖）
138,3,,男,2023,高瓴人工智能学院,人工智能,高瓴23级本科拔尖2班,,女,2023,统计学院,应用经济与数据科学,应用经济与数据科学双学位实验班,,男,2023,统计学院,应用经济与数据科学,应用经济与数据科学双学位实验班,B,北京二等奖,3.486666667,0.272832676,0.636514168,0.636514168,0.209971608,4,0.318257084,市级奖项
139,3,,男,2023,高瓴人工智能学院,人工智能,本科2班,,男,2022,财政金融学院,财政学,本科财税班,,男,2023,高瓴人工智能学院,人工智能,本科2班,B,送全国评奖,3.59,0.212014826,0,0.636514168,0.324114245,3,0.318257084,国家级奖项
140,3,,男,2023,中法学院,金融学类,2班,,男,2023,中法学院,金融学,2班,,女,2023,中法学院,金融学,2班,,未提交,3.683333333,0,0.636514168,0.636514168,0.367491626,0,0.318257084,未获奖
141,3,,女,2021,统计学院,应用统计学,统计学院2022级本科三班,,女,2022,高瓴人工智能学院,人工智能,人工智能拔尖班,,男,2022,商学院,管理科学,2022级本科2班,C,送全国评奖,3.483333333,0.536478486,0.636514168,1.098612289,0.299871145,2,0.636514168,国家级奖项
142,2,,男,2021,财政金融学院,金融工程,金融工程保险班,,女,2021,财政金融学院,金融学,金融学数学实验班,,,,,,,,未提交,3.543333333,0,0.693147181,0.693147181,0.400188711,1.333333333,0.34657359,未获奖
143,2,,男,2022,生态环境学院,资源与环境经济学,经科实验班,,女,2022,生态环境学院,资源与环境经济学,经科实验班,,,,,,,,未提交,3.33,0,0.693147181,0,0.400188711,2.666666667,0.34657359,未获奖
144,3,,女,2022,财政金融学院,金融学类,本科2022级金融三班,,女,2022,统计学院,应用统计学,2022级统计学院本科三班,,男,2022,信息资源管理学院,信息资源管理,本科2班,C,成功参赛,3.6,0.481933274,0.636514168,1.098612289,0.32086418,3,0.318257084,成功参赛（未获奖）
145,3,,女,2023,财政金融学院,金融学数据科学与大数据技术,金融学-数据科学与大数据技术双学位实验班,,女,2023,高瓴人工智能学院,人工智能,人工智能二班,,男,2023,高瓴人工智能学院,人工智能,人工智能一班,C,成功参赛,3.79,0.24214612,0.636514168,0.636514168,0.227688499,2,0.318257084,成功参赛（未获奖）
146,3,,女,2023,应用经济学院,应经数科,2023级应用经济-数据科学双学士学位实验班,,女,2023,农业与农村发展学院,大数据技术与农林经济管理双学士学位实验班,23级本科2班,,女,2022,统计学院,应用统计学,2202班,C,北京一等奖,3.466666667,1.416327323,0,1.098612289,0.743177288,2,0.318257084,市级奖项
147,3,,男,2023,商学院,工商管理类,商学院2023级本科6班,,男,2023,商学院,工商管理类,商学院2023级本科6班,,男,2023,商学院,工商管理类,商学院2023级本科6班,,未提交,3.723333333,0,0,0,0,0,0,未获奖
148,1,,男,2022,统计学院,应用统计学,22级本科三班,,,,,,,,,,,,,,未提交,3.643333333,,0,0,0,1,0,未获奖
149,3,,男,2023,财政金融学院,金融学数学,2023级金融学-数学双学位实验班,,男,2023,公共管理学院,统计-公共管理,2023级统计-公共管理双学位实验班,,男,2023,财政金融学院,财政学-数学,2023级财政学-数学双学位实验班,B,成功参赛,3.413333333,0.646623811,0,1.098612289,0.55217221,6,0,成功参赛（未获奖）
150,3,,男,2023,统计学院,统计与数据科学拔尖班,2301,,女,2023,高瓴人工智能学院,人工智能,无,,女,2023,财政金融学院,财税,财税班,B,北京一等奖,3.5,0.375140145,0.636514168,1.098612289,0.366347512,3,0.318257084,市级奖项
151,3,,女,2022,统计学院,数据科学与大数据技术,22级本科4班,,女,2022,统计学院,统计与公共管理,统计与公共管理实验班,,女,2022,数学学院,数学与应用数学,数学拔尖人才实验班,C,北京二等奖,3.553333333,0.108139699,0,1.098612289,0.605485908,4,0,市级奖项
152,3,,男,2022,哲学院,PPE,2022及PPE实验班,,男,2023,信息学院,计算机,2023级本科二班,,男,2023,信息学院,计算机,2023级本科二班,C,成功参赛,3.313333333,0.981281146,0,0.636514168,0.497816439,2,0.318257084,成功参赛（未获奖）
153,3,,女,2022,中法学院,人力资源管理,人力资源管理,,男,2022,中法学院,人力资源管理,人力资源管理,,男,2022,中法学院,人力资源管理,人力资源管理,,未提交,3.706666667,0,0.636514168,0,0.367491626,0,0.318257084,未获奖
154,3,,女,2023,信息学院,计算机,2023级理科实验班（计算机类）1班,,女,2023,信息学院,计算机,2023级理科实验班（计算机类）1班,,女,2023,经济学院,经济学类,经济学院本科一班,B,成功参赛,3.243333333,0.781363884,0,0.636514168,0.415664377,4,0,成功参赛（未获奖）
155,3,,男,2022,财政金融学院,金融学数学,金数,,男,2021,统计学院,经济统计,统计学院2021级本科三班,,男,2022,财政金融学院,金融学-数学,金数,C,成功参赛,3.21,0.173347017,0,1.098612289,0.590637222,0,0.318257084,成功参赛（未获奖）
156,3,,男,2022,数学学院,数学,数学拔尖班,,男,2022,物理学院,物理,22级物理班,,男,2022,数学学院,数学,数学拔尖班,B,北京二等奖,3.446666667,0.181143768,0,0.636514168,0.32795466,2,0,市级奖项
157,3,,男,2023,数学学院,数学与应用数学,拔尖班,,女,2023,劳动人事学院,人力资源管理类,23级人管2班,,女,2023,经济学院,经济大类,23级本科2班,C,北京一等奖,3.493333333,0.851594996,0.636514168,1.098612289,0.231232919,2,0.318257084,市级奖项
158,3,,男,2023,高瓴人工智能学院,人工智能,高瓴一班,,女,2023,统计学院,统计学类,统计一班,,男,2023,经济学院,经济学数学,经济学数学双学位实验班,B,成功参赛,3.22,0.356156429,0.636514168,1.098612289,0.374916844,2,0.318257084,成功参赛（未获奖）
159,3,,男,2022,高瓴人工智能学院,人工智能,22级本科班,,男,2022,统计学院,统计学（统计与数据科学英才班）,22级本科班,,男,2022,高瓴人工智能学院,人工智能,22级本科班,C,北京一等奖,3.43,0.337769934,0,0.636514168,0.318456416,0,0,市级奖项
160,3,,男,2022,中法学院,金融学类,金融三班,,女,2022,中法学院,金融学,金融三班,,男,2022,中法学院,金融学,金融三班,,未提交,3.473333333,0,0.636514168,0.636514168,0.367491626,0,0.318257084,未获奖
161,3,,男,2023,统计学院,统计学类,统计学与数据科学拔尖班,,女,2023,财政金融学院,金融学数学,金融学数学实验班,,男,2023,统计学院,统计学,统计学与数据科学拔尖班,B,北京一等奖,3.206666667,0.173347017,0.636514168,1.098612289,0.462632739,6,0.318257084,市级奖项
162,3,,男,2023,高瓴人工智能学院,人工智能,23级人工智能1班,,男,2023,高瓴人工智能学院,人工智能,23级人工智能1班,,男,2023,心理学院,应用心理学,23级心理本科班,B,成功参赛,3.183333333,0.470694619,0,0.636514168,0.330201917,3,0,成功参赛（未获奖）
163,3,,男,2022,统计学院,统计与数据科学,2022统计学院本科1班,,男,2022,统计学院,应用统计学,2022统计学院本科2班,,男,2022,统计学院,应用统计学,2022统计学院本科2班,A,北京二等奖,3.5,0,0,0.636514168,0.367491626,0,0,市级奖项
164,3,,女,2023,统计学院,统计学类,本科4班,,女,2023,统计学院,统计,本科4班,,女,2023,经济学院,经济学类,本科3班,B,成功参赛,3.263333333,0.137184875,0,1.098612289,0.598624997,3,0,成功参赛（未获奖）
165,3,,男,2022,统计学院,应经数科,本科2205,,男,2023,统计学院,统计与数据科学,本科23统计与数据科学拔尖班,,男,2023,统计学院,应用统计,本科23应用统计,A,成功参赛,3.46,0,0,1.098612289,0.634284101,3,0.318257084,成功参赛（未获奖）
166,3,,男,2023,中法学院,金融学类,金融二班,,男,2023,中法学院,金融学,金融二班,,男,2023,中法学院,金融学,金融二班,,未提交,3.746666667,0,0,0.636514168,0.367491626,0,0,未获奖
167,3,,女,2023,中法学院,金融学类,2班,,女,2023,中法学院,金融,2班,,女,2023,中法学院,金融,2班,,未提交,3.59,0,0,0.636514168,0.367491626,0,0,未获奖
168,3,,女,2023,统计学院,统计学类,23统计3班,,女,2023,统计学院,统计,23统计3班,,女,2023,商学院,营销管理-数据科学,2023级商学院营销管理-数据科学实验班,B,北京二等奖,3.573333333,0.335897115,0,1.098612289,0.562955041,2,0,市级奖项
169,3,,女,2023,经济学院,中国特色经济学,中国特色经济学实验班,,男,2023,财政金融学院,金融学,金融学2班,,男,2023,财政金融学院,金融学,金融2班,C,成功参赛,3.536666667,0.2871783,0.636514168,0.636514168,0.201689157,2,0.318257084,成功参赛（未获奖）
170,3,,女,2023,中法学院,数学与应用数学,数学班,,女,2023,中法学院,数学与应用数学,数学班,,女,2023,中法学院,数学与应用数学,数学班,,未提交,3.616666667,0,0,0,0,0,0,未获奖
171,3,,女,2023,商学院,工商管理类,商学院本科5班,,女,2023,农业与农村发展学院,大数据技术与农林经管双主学位项目,农发本科2班,,女,2023,信息学院,计算机,信息学院本科1班,C,成功参赛,3.656666667,1.714292354,0,1.098612289,0.868409387,4.5,0,成功参赛（未获奖）
172,3,,女,2023,中法学院,金融学类,三班,,女,2023,中法学院,金融,三班,,男,2023,中法学院,数学,数学班,,未提交,3.513333333,0,0.636514168,1.098612289,0.551608847,3,0.318257084,未获奖
173,3,,女,2023,信息学院,计算机,2023 级图灵实验班,,女,2023,信息学院,计算机,2023 级图灵实验班,,女,2023,财政金融学院,金融学-数学,23 级金融学-数学双学位实验班,C,北京二等奖,3.323333333,0.628772725,0,0.636514168,0.365277373,6,0,市级奖项
174,3,,女,2023,信息学院,计算机,信息学院2023级本科生2班,,女,2023,财政金融学院,金融学类,2023级本科金融一班,,女,2023,商学院,工商管理类,商学院2023级本科一班,,未提交,3.606666667,0.998062753,0,1.098612289,0.607342357,3,0,未获奖
175,3,,男,2023,统计学院,统计学类,统计2023级三班,,男,2023,化学与生命资源学院,环境科学与工程,化生学院2023级理工本科班,,男,2023,统计学院,经济统计,本科5班,C,北京二等奖,3.296666667,0.630506072,0,1.098612289,0.551303047,3,0,市级奖项
176,3,,男,2023,统计学院,统计与数据科学拔尖班,2023级统计一班,,男,2023,统计学院,大数据与数据科学,2023级统计一班,,女,2022,法学院,法学-工商管理双学位实验班,2022级法学-工商管理双学位实验班,C,北京二等奖,3.5,0.542779069,0.636514168,1.098612289,0.297565542,2,0.636514168,市级奖项
177,3,,女,2023,财政金融学院,金融学类,23本科金融一班,,女,2023,财政金融学院,金融学类,23本科金融一班,,女,2023,财政金融学院,金融学类,23本科金融一班,,未提交,3.593333333,0,0,0,0,0,0,未获奖
178,3,,男,2022,信息学院,信息管理与信息系统,信息管理与信息系统拔尖人才实验班,,女,2022,信息学院,信息管理与信息系统,信息管理与信息系统拔尖人才实验班,,男,2022,财政金融学院,金融学-数学,2022级本科金融数学实验班,,未提交,3.48,0.628772725,0.636514168,0.636514168,0.004469524,4,0.318257084,未获奖
179,3,,男,2022,统计学院,统计学类,2201班,,男,2022,统计学院,数据科学与营销管理,2205班,,女,2022,经济学院,数字经济,2班,B,北京二等奖,3.206666667,0.137184875,0.636514168,1.098612289,0.480833839,3,0.318257084,市级奖项
180,3,,男,2022,财政金融学院,金融学数据科学与大数据技术,2022级本科金融科技实验班,,男,2022,财政金融学院,金融学、数据科学与大数据技术,2022级本科金融科技实验班,,男,2022,财政金融学院,金融学,2022级本科金融学二班,C,成功参赛,3.37,0,0,1.098612289,0.634284101,3,0,成功参赛（未获奖）
181,3,,女,2023,财政金融学院,金融学类,金融三班,,男,2023,财政金融学院,金融学,金融三班,,男,2023,统计学院,应用统计,统计三班,B,成功参赛,3.456666667,0.181004471,0.636514168,1.098612289,0.458807851,3,0.318257084,成功参赛（未获奖）
182,3,,男,2023,财政金融学院,财政学数学,2023级财数班,,男,2023,财政金融学院,金融学类,2023级金融二班,,男,2023,财政金融学院,财政学,2023级财税班,B,成功参赛,3.373333333,0,0,1.098612289,0.634284101,2,0,成功参赛（未获奖）
183,3,,女,2023,统计学院,统计学类,2023级统计学3班,,女,2023,财政金融学院,财政学类,财税班,,女,2023,信息学院,计算机,2023级理科试验一班,C,成功参赛,3.73,0.622984583,0,1.098612289,0.550950764,3,0,成功参赛（未获奖）
184,3,,男,2023,商学院,工商管理类,1班,,女,2023,商学院,工商管理类,1班,,男,2023,商学院,工商管理类,1班,C,北京二等奖,3.103333333,0,0.636514168,0,0.367491626,0,0.318257084,市级奖项
185,3,,男,2022,统计学院,应用统计学,2202,,男,2022,统计学院,应用统计学,2203,,男,2022,信息学院,大数据,2201,B,成功参赛,3.486666667,0.497146145,0,0.636514168,0.33459628,0,0,成功参赛（未获奖）
186,3,,男,2023,中法学院,金融学类,金融二班,,男,2023,中法学院,金融学,金融一班,,男,2023,中法学院,数学与应用数学,数学班,,未提交,3.616666667,0,0,1.098612289,0.634284101,3,0,未获奖
187,3,,男,2023,财政金融学院,金融学类,23级本科金融3班,,女,2023,信息学院,计算机类（图灵实验班）,信息学院2023级图灵实验班本科生班,,男,2023,统计学院,统计学,统计学拔尖班,C,成功参赛,3.38,0.608383166,0.636514168,1.098612289,0.275272779,2,0.318257084,成功参赛（未获奖）
188,3,,男,2022,经济学院,经济学类,2022级本科三班,,男,2022,经济学院,国际经济与贸易,2022级本科三班,,男,2022,经济学院,经济学类,2022级“经济学-数学”双学位实验班,,未提交,3.61,0,0,0.636514168,0.367491626,2,0,未获奖
189,3,,女,2023,财政金融学院,金融学类,1,,男,2022,物理学院,物理,2,,男,2022,经济学院,经济学类,3,,未提交,3.773333333,0.420245917,0.636514168,1.098612289,0.346527431,3,0.636514168,未获奖
190,3,,女,2023,信息学院,计算机,信息学院2023级本科2班,,女,2023,财政金融学院,金融学类,2023级本科金融一班,,女,2023,商学院,工商管理类,商学院2023级本科一班,C,北京二等奖,3.6,0.998062753,0,1.098612289,0.607342357,3,0,市级奖项
191,3,,男,2022,经济学院,经济学类,本科二班,,男,2022,公共管理学院,可持续发展与城市治理,可持续发展与城市治理1班,,男,2022,信息学院,计算机,图灵实验班,C,成功参赛,3.663333333,1.153126202,0,1.098612289,0.650592136,2,0,成功参赛（未获奖）
192,3,,男,2023,高瓴人工智能学院,人工智能,23级本科1班,,女,2023,高瓴人工智能学院,人工智能,23级本科1班,,男,2023,信息学院,计算机,23级本科1班,B,成功参赛,3.3,0.144538075,0.636514168,0.636514168,0.28404253,0,0.318257084,成功参赛（未获奖）
193,3,,男,2022,中法学院,数学与应用数学,22数学班,,男,2022,中法学院,数学与应用数学,22数学班,,男,2022,中法学院,数学与应用数学,22数学班,,未提交,3.526666667,0,0,0,0,0,0,未获奖
194,3,,女,2023,中法学院,数学与应用数学,数学,,女,2023,中法学院,数学与应用数学,数学,,男,2023,中法学院,金融学,金融一班,C,成功参赛,3.24,0,0.636514168,0.636514168,0.367491626,3,0.318257084,成功参赛（未获奖）
195,3,,男,2023,财政金融学院,金融学类,金融学与大数据科学与技术实验班,,男,2023,财政金融学院,金融学,金融本科三班,,男,2023,财政金融学院,金融学,金融本科三班,,未提交,3.806666667,0,0,0.636514168,0.367491626,1,0,未获奖
196,3,,男,2023,经济学院,经济学类,2班,,女,2023,经济学院,经济学类,2班,,女,2023,财政金融学院,金融,金融一班,C,成功参赛,3.943333333,0.2871783,0.636514168,0.636514168,0.201689157,0,0.318257084,成功参赛（未获奖）
197,3,,女,2023,数学学院,经济学数学,2023“经济学-数学”双学士学位复合型人才培养项目1班,,男,2023,经济学院,经济学数学,2023经济学-数学双学位试验班,,女,2023,数学学院,数学与应用数学,理科试验班,B,成功参赛,3.306666667,0.314088737,0.636514168,0.636514168,0.186152409,6,0.318257084,成功参赛（未获奖）
198,3,,女,2023,生态环境学院,资源与环境经济学,23级本科班,,女,2023,生态环境学院,经济科学,经济科学实验班,,女,2023,生态环境学院,资源与环境经济学,23级本科班,C,成功参赛,3.506666667,0,0,0.636514168,0.367491626,2,0,成功参赛（未获奖）
199,3,,女,2023,中法学院,数学与应用数学,数学班,,女,2023,中法学院,数学与应用数学,数学班,,男,2023,中法学院,数学与应用数学,数学班,,未提交,3.573333333,0,0.636514168,0,0.367491626,0,0.318257084,未获奖
200,2,,女,2023,数学学院,数学与应用数学,2023级数学拔尖班,,女,2023,数学学院,数学与应用数学,2023级数学拔尖班,,,,,,,C,成功参赛,3.39,0,0,0,0,2.666666667,0,成功参赛（未获奖）
201,3,,男,2023,财政金融学院,金融学类,2023级本科金融3班,,女,2023,财政金融学院,金融学类,2023级本科金融3班,,女,2023,经济学院,经济学类,本科4班,,未提交,3.626666667,0.182937124,0.636514168,0.636514168,0.261872829,0,0.318257084,未获奖
202,3,,女,2022,心理学院,心理学,22级心理本科班,,女,2022,物理学院,物理学,22级物理本科班,,女,2022,物理学院,物理学,22级物理拔尖人才实验班,C,成功参赛,3.423333333,0.713004562,0,0.636514168,0.391445307,2,0,成功参赛（未获奖）
203,3,,男,2023,数学学院,数学,数学拔尖班,,女,2023,数学学院,数学,数学英才班,,男,2023,劳动人事学院,人力资源管理,本科4班,C,成功参赛,3.766666667,0.864793488,0.636514168,0.636514168,0.131797126,2,0.318257084,成功参赛（未获奖）
204,3,,男,2023,财政金融学院,金融学类,金融三班,,男,2023,财政金融学院,金融学类,金融三班,,男,2023,财政金融学院,金融学类,金融三班,C,北京二等奖,3.76,0,0,0,0,0,0,市级奖项
205,3,,男,2021,心理学院,应用心理学,22级心理本科班,,男,2022,商学院,营销管理数据科学,营销管理数据科学实验班,,女,2022,统计学院,统计-公共管理,2210班,B,成功参赛,3.256666667,0.606666604,0.636514168,1.098612289,0.275812771,3,0.636514168,成功参赛（未获奖）
206,3,,女,2022,中法学院,数学与应用数学,数学班,,女,2022,中法学院,数学与应用数学,数学班,,女,2022,中法学院,数学与应用数学,数学班,A,成功参赛,3.686666667,0,0,0,0,0,0,成功参赛（未获奖）
207,3,,女,2023,财政金融学院,金融学类,金融2班,,男,2023,财政金融学院,金融+数据科学与大数据技术,23级金融科技班,,女,2023,高瓴人工智能学院,人工智能,23级高瓴一班,C,成功参赛,3.526666667,0.24214612,0.636514168,1.098612289,0.428679198,3,0.318257084,成功参赛（未获奖）
208,3,,男,2023,统计学院,数据科学与大数据技术,2班,,女,2023,统计学院,数据科学与大数据技术,2班,,女,2023,统计学院,数据科学与大数据技术,4班,C,成功参赛,3.57,0,0.636514168,0,0.367491626,0,0.318257084,成功参赛（未获奖）
209,3,,女,2023,统计学院,应用统计学,统计学院2023级本科4班,,女,2023,统计学院,统计与数据科学（拔尖班）,统计学院2023级本科1班,,男,2023,统计学院,应用统计,统计学院2023级本科1班,C,北京二等奖,3.696666667,0,0.636514168,1.098612289,0.551608847,0,0.318257084,市级奖项
